   PHI1    PHI2     PHI       ODF
   50.00   75.00   70.00   0.136155E+01
   55.00   75.00   70.00   0.130803E+01
   60.00   75.00   70.00   0.121390E+01
   65.00   75.00   70.00   0.113700E+01
   70.00   75.00   70.00   0.181433E+00
   75.00   75.00   70.00   0.218791E+00
   80.00   75.00   70.00   0.224592E+00
   85.00   75.00   70.00   0.347526E+00
   90.00   75.00   70.00   0.322127E+00
    0.00   80.00   70.00   0.329007E+00
    5.00   80.00   70.00   0.248365E+00
   10.00   80.00   70.00   0.227995E+00
   15.00   80.00   70.00   0.183061E+00
   20.00   80.00   70.00   0.144111E+00
   25.00   80.00   70.00   0.102185E+00
   30.00   80.00   70.00   0.140819E+01
   35.00   80.00   70.00   0.141954E+01
   40.00   80.00   70.00   0.151384E+01
   45.00   80.00   70.00   0.146512E+01
   50.00   80.00   70.00   0.125984E+00
   55.00   80.00   70.00   0.148362E+00
   60.00   80.00   70.00   0.148483E+00
   65.00   80.00   70.00   0.158651E+00
   70.00   80.00   70.00   0.191974E+00
   75.00   80.00   70.00   0.218578E+00
   80.00   80.00   70.00   0.223532E+00
   85.00   80.00   70.00   0.249331E+00
   90.00   80.00   70.00   0.186257E+00
    0.00   85.00   70.00   0.334711E+00
    5.00   85.00   70.00   0.266293E+00
   10.00   85.00   70.00   0.249978E+00
   15.00   85.00   70.00   0.202533E+00
   20.00   85.00   70.00   0.161010E+00
   25.00   85.00   70.00   0.111905E+00
   30.00   85.00   70.00   0.149601E+01
   35.00   85.00   70.00   0.146905E+01
   40.00   85.00   70.00   0.136699E+01
   45.00   85.00   70.00   0.128748E+01
   50.00   85.00   70.00   0.128251E+01
   55.00   85.00   70.00   0.124329E+01
   60.00   85.00   70.00   0.146438E+00
   65.00   85.00   70.00   0.160568E+00
   70.00   85.00   70.00   0.192142E+00
   75.00   85.00   70.00   0.217069E+00
   80.00   85.00   70.00   0.217525E+00
   85.00   85.00   70.00   0.242219E+00
   90.00   85.00   70.00   0.177945E+00
    0.00   90.00   70.00   0.331888E+00
    5.00   90.00   70.00   0.266898E+00
   10.00   90.00   70.00   0.257804E+00
   15.00   90.00   70.00   0.211729E+00
   20.00   90.00   70.00   0.164327E+00
   25.00   90.00   70.00   0.111978E+00
   30.00   90.00   70.00   0.144357E+01
   35.00   90.00   70.00   0.137453E+01
   40.00   90.00   70.00   0.131764E+01
   45.00   90.00   70.00   0.124658E+01
   50.00   90.00   70.00   0.119346E+01
   55.00   90.00   70.00   0.108024E+01
   60.00   90.00   70.00   0.104178E+01
   65.00   90.00   70.00   0.140752E+00
   70.00   90.00   70.00   0.169514E+00
   75.00   90.00   70.00   0.193073E+00
   80.00   90.00   70.00   0.197763E+00
   85.00   90.00   70.00   0.226062E+00
   90.00   90.00   70.00   0.170411E+00
    0.00    0.00   75.00   0.887232E-01
    5.00    0.00   75.00   0.855854E-01
   10.00    0.00   75.00   0.956970E-01
   15.00    0.00   75.00   0.620461E-01
   20.00    0.00   75.00   0.592497E-01
   25.00    0.00   75.00   0.789605E-01
   30.00    0.00   75.00   0.649639E-01
   35.00    0.00   75.00   0.109229E+00
   40.00    0.00   75.00   0.228590E+01
   45.00    0.00   75.00   0.227222E+01
   50.00    0.00   75.00   0.216686E+01
   55.00    0.00   75.00   0.202551E+01
   60.00    0.00   75.00   0.185605E+01
   65.00    0.00   75.00   0.605463E-01
   70.00    0.00   75.00   0.618115E-01
   75.00    0.00   75.00   0.815374E-01
   80.00    0.00   75.00   0.608358E-01
   85.00    0.00   75.00   0.567603E-01
   90.00    0.00   75.00   0.701788E-01
    0.00    5.00   75.00   0.811983E-01
    5.00    5.00   75.00   0.781853E-01
   10.00    5.00   75.00   0.876969E-01
   15.00    5.00   75.00   0.586890E-01
   20.00    5.00   75.00   0.603194E-01
   25.00    5.00   75.00   0.844850E-01
   30.00    5.00   75.00   0.689411E-01
   35.00    5.00   75.00   0.113497E+00
   40.00    5.00   75.00   0.229276E+01
   45.00    5.00   75.00   0.217232E+01
   50.00    5.00   75.00   0.205198E+01
   55.00    5.00   75.00   0.184914E+01
   60.00    5.00   75.00   0.156031E+01
   65.00    5.00   75.00   0.142302E+01
   70.00    5.00   75.00   0.557398E-01
   75.00    5.00   75.00   0.775192E-01
   80.00    5.00   75.00   0.587582E-01
   85.00    5.00   75.00   0.573921E-01
   90.00    5.00   75.00   0.720470E-01
    0.00   10.00   75.00   0.738776E-01
    5.00   10.00   75.00   0.777663E-01
   10.00   10.00   75.00   0.932472E-01
   15.00   10.00   75.00   0.643640E-01
   20.00   10.00   75.00   0.662392E-01
   25.00   10.00   75.00   0.878323E-01
   30.00   10.00   75.00   0.674180E-01
   35.00   10.00   75.00   0.228098E+01
   40.00   10.00   75.00   0.214876E+01
   45.00   10.00   75.00   0.218616E+01
   50.00   10.00   75.00   0.215013E+01
   55.00   10.00   75.00   0.200317E+01
   60.00   10.00   75.00   0.183219E+01
   65.00   10.00   75.00   0.157528E+01
   70.00   10.00   75.00   0.610285E-01
   75.00   10.00   75.00   0.844927E-01
   80.00   10.00   75.00   0.643325E-01
   85.00   10.00   75.00   0.614260E-01
   90.00   10.00   75.00   0.770108E-01
    0.00   15.00   75.00   0.664181E-01
    5.00   15.00   75.00   0.690694E-01
   10.00   15.00   75.00   0.829656E-01
   15.00   15.00   75.00   0.553855E-01
   20.00   15.00   75.00   0.563287E-01
   25.00   15.00   75.00   0.741266E-01
   30.00   15.00   75.00   0.155133E+01
   35.00   15.00   75.00   0.129121E+01
   40.00   15.00   75.00   0.119504E+01
   45.00   15.00   75.00   0.123914E+01
   50.00   15.00   75.00   0.124009E+01
   55.00   15.00   75.00   0.144741E+01
   60.00   15.00   75.00   0.168141E+01
   65.00   15.00   75.00   0.139222E+00
   70.00   15.00   75.00   0.132293E+00
   75.00   15.00   75.00   0.164893E+00
   80.00   15.00   75.00   0.158954E+00
   85.00   15.00   75.00   0.150997E+00
   90.00   15.00   75.00   0.146273E+00
    0.00   20.00   75.00   0.601814E-01
    5.00   20.00   75.00   0.585337E-01
   10.00   20.00   75.00   0.664589E-01
   15.00   20.00   75.00   0.429877E-01
   20.00   20.00   75.00   0.433617E-01
   25.00   20.00   75.00   0.604865E-01
   30.00   20.00   75.00   0.109603E+01
   35.00   20.00   75.00   0.122248E+01
   40.00   20.00   75.00   0.683260E+00
   45.00   20.00   75.00   0.121184E+01
   50.00   20.00   75.00   0.116897E+01
   55.00   20.00   75.00   0.115659E+01
   60.00   20.00   75.00   0.110849E+01
   65.00   20.00   75.00   0.125880E+00
   70.00   20.00   75.00   0.157844E+00
   75.00   20.00   75.00   0.193383E+00
   80.00   20.00   75.00   0.200042E+00
   85.00   20.00   75.00   0.234525E+00
   90.00   20.00   75.00   0.193361E+00
    0.00   25.00   75.00   0.487918E-01
    5.00   25.00   75.00   0.477043E-01
   10.00   25.00   75.00   0.536075E-01
   15.00   25.00   75.00   0.342232E-01
   20.00   25.00   75.00   0.347990E-01
   25.00   25.00   75.00   0.485441E-01
   30.00   25.00   75.00   0.732094E+00
   35.00   25.00   75.00   0.824634E+00
   40.00   25.00   75.00   0.887012E+00
   45.00   25.00   75.00   0.928231E+00
   50.00   25.00   75.00   0.888090E+00
   55.00   25.00   75.00   0.863985E+00
   60.00   25.00   75.00   0.833186E+00
   65.00   25.00   75.00   0.823978E+00
   70.00   25.00   75.00   0.206644E+00
   75.00   25.00   75.00   0.272894E+00
   80.00   25.00   75.00   0.261777E+00
   85.00   25.00   75.00   0.257319E+00
   90.00   25.00   75.00   0.261570E+00
    0.00   30.00   75.00   0.417669E-01
    5.00   30.00   75.00   0.418088E-01
   10.00   30.00   75.00   0.481284E-01
   15.00   30.00   75.00   0.311483E-01
   20.00   30.00   75.00   0.320731E-01
   25.00   30.00   75.00   0.448310E-01
   30.00   30.00   75.00   0.369196E-01
   35.00   30.00   75.00   0.704000E+00
   40.00   30.00   75.00   0.798631E+00
   45.00   30.00   75.00   0.866461E+00
   50.00   30.00   75.00   0.831336E+00
   55.00   30.00   75.00   0.810089E+00
   60.00   30.00   75.00   0.776945E+00
   65.00   30.00   75.00   0.723717E+00
   70.00   30.00   75.00   0.770291E+00
   75.00   30.00   75.00   0.860677E+00
   80.00   30.00   75.00   0.865514E+00
   85.00   30.00   75.00   0.876347E+00
   90.00   30.00   75.00   0.838546E+00
    0.00   35.00   75.00   0.422073E-01
    5.00   35.00   75.00   0.418585E-01
   10.00   35.00   75.00   0.481602E-01
   15.00   35.00   75.00   0.308487E-01
   20.00   35.00   75.00   0.318099E-01
   25.00   35.00   75.00   0.435494E-01
   30.00   35.00   75.00   0.508235E+00
   35.00   35.00   75.00   0.609530E+00
   40.00   35.00   75.00   0.662178E+00
   45.00   35.00   75.00   0.113611E+01
   50.00   35.00   75.00   0.112068E+01
   55.00   35.00   75.00   0.818950E+00
   60.00   35.00   75.00   0.791530E+00
   65.00   35.00   75.00   0.781848E+00
   70.00   35.00   75.00   0.856393E+00
   75.00   35.00   75.00   0.734314E+00
   80.00   35.00   75.00   0.629734E+00
   85.00   35.00   75.00   0.622956E+00
   90.00   35.00   75.00   0.671340E+00
    0.00   40.00   75.00   0.439869E-01
    5.00   40.00   75.00   0.434500E-01
   10.00   40.00   75.00   0.494107E-01
   15.00   40.00   75.00   0.309850E-01
   20.00   40.00   75.00   0.420392E+00
   25.00   40.00   75.00   0.430394E+00
   30.00   40.00   75.00   0.430152E+00
   35.00   40.00   75.00   0.499984E+00
   40.00   40.00   75.00   0.526026E+00
   45.00   40.00   75.00   0.619937E+00
   50.00   40.00   75.00   0.721049E+00
   55.00   40.00   75.00   0.832429E+00
   60.00   40.00   75.00   0.108231E+01
   65.00   40.00   75.00   0.101642E+01
   70.00   40.00   75.00   0.977824E+00
   75.00   40.00   75.00   0.926240E+00
   80.00   40.00   75.00   0.796510E+00
   85.00   40.00   75.00   0.778344E+00
   90.00   40.00   75.00   0.816666E+00
    0.00   45.00   75.00   0.477964E-01
    5.00   45.00   75.00   0.470274E-01
   10.00   45.00   75.00   0.528815E-01
   15.00   45.00   75.00   0.468183E+00
   20.00   45.00   75.00   0.480555E+00
   25.00   45.00   75.00   0.470403E+00
   30.00   45.00   75.00   0.478064E+00
   35.00   45.00   75.00   0.573221E+00
   40.00   45.00   75.00   0.632325E+00
   45.00   45.00   75.00   0.738524E+00
   50.00   45.00   75.00   0.892628E+00
   55.00   45.00   75.00   0.990031E+00
   60.00   45.00   75.00   0.106926E+01
   65.00   45.00   75.00   0.121919E+01
   70.00   45.00   75.00   0.137594E+01
   75.00   45.00   75.00   0.119082E+01
   80.00   45.00   75.00   0.107326E+01
   85.00   45.00   75.00   0.961638E+00
   90.00   45.00   75.00   0.949650E+00
    0.00   50.00   75.00   0.439869E-01
    5.00   50.00   75.00   0.436330E-01
   10.00   50.00   75.00   0.495348E-01
   15.00   50.00   75.00   0.314571E-01
   20.00   50.00   75.00   0.397605E+00
   25.00   50.00   75.00   0.396786E+00
   30.00   50.00   75.00   0.417052E+00
   35.00   50.00   75.00   0.495877E+00
   40.00   50.00   75.00   0.545837E+00
   45.00   50.00   75.00   0.661419E+00
   50.00   50.00   75.00   0.764957E+00
   55.00   50.00   75.00   0.862245E+00
   60.00   50.00   75.00   0.947498E+00
   65.00   50.00   75.00   0.104475E+01
   70.00   50.00   75.00   0.117198E+01
   75.00   50.00   75.00   0.108179E+01
   80.00   50.00   75.00   0.107306E+01
   85.00   50.00   75.00   0.902197E+00
   90.00   50.00   75.00   0.816666E+00
    0.00   55.00   75.00   0.422073E-01
    5.00   55.00   75.00   0.412608E-01
   10.00   55.00   75.00   0.469632E-01
   15.00   55.00   75.00   0.299712E-01
   20.00   55.00   75.00   0.300102E-01
   25.00   55.00   75.00   0.425738E+00
   30.00   55.00   75.00   0.453437E+00
   35.00   55.00   75.00   0.502988E+00
   40.00   55.00   75.00   0.611685E+00
   45.00   55.00   75.00   0.684617E+00
   50.00   55.00   75.00   0.782159E+00
   55.00   55.00   75.00   0.892462E+00
   60.00   55.00   75.00   0.949693E+00
   65.00   55.00   75.00   0.983326E+00
   70.00   55.00   75.00   0.103854E+01
   75.00   55.00   75.00   0.114226E+01
   80.00   55.00   75.00   0.919224E+00
   85.00   55.00   75.00   0.790493E+00
   90.00   55.00   75.00   0.671340E+00
    0.00   60.00   75.00   0.417669E-01
    5.00   60.00   75.00   0.419600E-01
   10.00   60.00   75.00   0.490721E-01
   15.00   60.00   75.00   0.315755E-01
   20.00   60.00   75.00   0.327388E-01
   25.00   60.00   75.00   0.476804E-01
   30.00   60.00   75.00   0.112060E+01
   35.00   60.00   75.00   0.671629E+00
   40.00   60.00   75.00   0.699629E+00
   45.00   60.00   75.00   0.760269E+00
   50.00   60.00   75.00   0.807273E+00
   55.00   60.00   75.00   0.839267E+00
   60.00   60.00   75.00   0.809967E+00
   65.00   60.00   75.00   0.807365E+00
   70.00   60.00   75.00   0.834358E+00
   75.00   60.00   75.00   0.863813E+00
   80.00   60.00   75.00   0.862404E+00
   85.00   60.00   75.00   0.836574E+00
   90.00   60.00   75.00   0.838546E+00
    0.00   65.00   75.00   0.487918E-01
    5.00   65.00   75.00   0.488813E-01
   10.00   65.00   75.00   0.596425E-01
   15.00   65.00   75.00   0.424045E-01
   20.00   65.00   75.00   0.466231E-01
   25.00   65.00   75.00   0.654332E-01
   30.00   65.00   75.00   0.212514E+00
   35.00   65.00   75.00   0.208092E+00
   40.00   65.00   75.00   0.943693E+00
   45.00   65.00   75.00   0.969625E+00
   50.00   65.00   75.00   0.944238E+00
   55.00   65.00   75.00   0.898448E+00
   60.00   65.00   75.00   0.853184E+00
   65.00   65.00   75.00   0.822489E+00
   70.00   65.00   75.00   0.792023E+00
   75.00   65.00   75.00   0.805642E+00
   80.00   65.00   75.00   0.140905E+00
   85.00   65.00   75.00   0.213413E+00
   90.00   65.00   75.00   0.261570E+00
    0.00   70.00   75.00   0.601814E-01
    5.00   70.00   75.00   0.618721E-01
   10.00   70.00   75.00   0.746259E-01
   15.00   70.00   75.00   0.513602E-01
   20.00   70.00   75.00   0.516766E-01
   25.00   70.00   75.00   0.658592E-01
   30.00   70.00   75.00   0.981884E+00
   35.00   70.00   75.00   0.107198E+01
   40.00   70.00   75.00   0.114793E+01
   45.00   70.00   75.00   0.120949E+01
   50.00   70.00   75.00   0.117613E+01
   55.00   70.00   75.00   0.112653E+01
   60.00   70.00   75.00   0.102941E+01
   65.00   70.00   75.00   0.980680E+00
   70.00   70.00   75.00   0.973155E+00
   75.00   70.00   75.00   0.108135E+00
   80.00   70.00   75.00   0.139597E+00
   85.00   70.00   75.00   0.179792E+00
   90.00   70.00   75.00   0.193361E+00
    0.00   75.00   75.00   0.664181E-01
    5.00   75.00   75.00   0.632318E-01
   10.00   75.00   75.00   0.700297E-01
   15.00   75.00   75.00   0.456565E-01
   20.00   75.00   75.00   0.464708E-01
   25.00   75.00   75.00   0.640616E-01
   30.00   75.00   75.00   0.949754E+00
   35.00   75.00   75.00   0.108653E+01
   40.00   75.00   75.00   0.119801E+01
   45.00   75.00   75.00   0.125644E+01
   50.00   75.00   75.00   0.124655E+01
   55.00   75.00   75.00   0.117176E+01
   60.00   75.00   75.00   0.104986E+01
   65.00   75.00   75.00   0.919827E+00
   70.00   75.00   75.00   0.840967E+00
   75.00   75.00   75.00   0.790089E+00
   80.00   75.00   75.00   0.738258E+00
   85.00   75.00   75.00   0.745778E+00
   90.00   75.00   75.00   0.773226E+00
    0.00   80.00   75.00   0.738776E-01
    5.00   80.00   75.00   0.699032E-01
   10.00   80.00   75.00   0.803573E-01
   15.00   80.00   75.00   0.538870E-01
   20.00   80.00   75.00   0.551867E-01
   25.00   80.00   75.00   0.759945E-01
   30.00   80.00   75.00   0.631435E-01
   35.00   80.00   75.00   0.107856E+00
   40.00   80.00   75.00   0.116672E+00
   45.00   80.00   75.00   0.105770E+00
   50.00   80.00   75.00   0.108161E+00
   55.00   80.00   75.00   0.111925E+00
   60.00   80.00   75.00   0.149760E+01
   65.00   80.00   75.00   0.609088E-01
   70.00   80.00   75.00   0.623198E-01
   75.00   80.00   75.00   0.827623E-01
   80.00   80.00   75.00   0.632138E-01
   85.00   80.00   75.00   0.620512E-01
   90.00   80.00   75.00   0.770108E-01
    0.00   85.00   75.00   0.811983E-01
    5.00   85.00   75.00   0.810050E-01
   10.00   85.00   75.00   0.903732E-01
   15.00   85.00   75.00   0.584188E-01
   20.00   85.00   75.00   0.580831E-01
   25.00   85.00   75.00   0.789910E-01
   30.00   85.00   75.00   0.637215E-01
   35.00   85.00   75.00   0.105629E+00
   40.00   85.00   75.00   0.176797E+01
   45.00   85.00   75.00   0.173023E+01
   50.00   85.00   75.00   0.161869E+01
   55.00   85.00   75.00   0.164558E+01
   60.00   85.00   75.00   0.833058E-01
   65.00   85.00   75.00   0.667961E-01
   70.00   85.00   75.00   0.684483E-01
   75.00   85.00   75.00   0.881039E-01
   80.00   85.00   75.00   0.629098E-01
   85.00   85.00   75.00   0.587149E-01
   90.00   85.00   75.00   0.720470E-01
    0.00   90.00   75.00   0.887232E-01
    5.00   90.00   75.00   0.855854E-01
   10.00   90.00   75.00   0.956970E-01
   15.00   90.00   75.00   0.620461E-01
   20.00   90.00   75.00   0.592497E-01
   25.00   90.00   75.00   0.789605E-01
   30.00   90.00   75.00   0.649639E-01
   35.00   90.00   75.00   0.109229E+00
   40.00   90.00   75.00   0.228590E+01
   45.00   90.00   75.00   0.227222E+01
   50.00   90.00   75.00   0.216686E+01
   55.00   90.00   75.00   0.202551E+01
   60.00   90.00   75.00   0.185605E+01
   65.00   90.00   75.00   0.605463E-01
   70.00   90.00   75.00   0.618115E-01
   75.00   90.00   75.00   0.815374E-01
   80.00   90.00   75.00   0.608358E-01
   85.00   90.00   75.00   0.567603E-01
   90.00   90.00   75.00   0.701788E-01
    0.00    0.00   80.00   0.401273E+00
    5.00    0.00   80.00   0.396260E+00
   10.00    0.00   80.00   0.466963E+00
   15.00    0.00   80.00   0.517691E+00
   20.00    0.00   80.00   0.569918E+00
   25.00    0.00   80.00   0.250462E+01
   30.00    0.00   80.00   0.281774E+01
   35.00    0.00   80.00   0.298454E+01
   40.00    0.00   80.00   0.327186E+01
   45.00    0.00   80.00   0.325376E+01
   50.00    0.00   80.00   0.331588E+01
   55.00    0.00   80.00   0.303313E+01
   60.00    0.00   80.00   0.290887E+01
   65.00    0.00   80.00   0.271056E+01
   70.00    0.00   80.00   0.370465E+00
   75.00    0.00   80.00   0.331254E+00
   80.00    0.00   80.00   0.324421E+00
   85.00    0.00   80.00   0.370006E+00
   90.00    0.00   80.00   0.448061E+00
    0.00    5.00   80.00   0.305299E+00
    5.00    5.00   80.00   0.342540E+00
   10.00    5.00   80.00   0.427979E+00
   15.00    5.00   80.00   0.435337E+00
   20.00    5.00   80.00   0.289143E+01
   25.00    5.00   80.00   0.311123E+01
   30.00    5.00   80.00   0.352413E+01
   35.00    5.00   80.00   0.384147E+01
   40.00    5.00   80.00   0.385841E+01
   45.00    5.00   80.00   0.398547E+01
   50.00    5.00   80.00   0.376688E+01
   55.00    5.00   80.00   0.354984E+01
   60.00    5.00   80.00   0.318423E+01
   65.00    5.00   80.00   0.281861E+01
   70.00    5.00   80.00   0.258353E+01
   75.00    5.00   80.00   0.244492E+01
   80.00    5.00   80.00   0.439189E+00
   85.00    5.00   80.00   0.383161E+00
   90.00    5.00   80.00   0.306422E+00
    0.00   10.00   80.00   0.246226E+00
    5.00   10.00   80.00   0.316580E+00
   10.00   10.00   80.00   0.318630E+00
   15.00   10.00   80.00   0.308657E+00
   20.00   10.00   80.00   0.262730E+01
   25.00   10.00   80.00   0.295811E+01
   30.00   10.00   80.00   0.329969E+01
   35.00   10.00   80.00   0.348750E+01
   40.00   10.00   80.00   0.347400E+01
   45.00   10.00   80.00   0.346831E+01
   50.00   10.00   80.00   0.348208E+01
   55.00   10.00   80.00   0.342654E+01
   60.00   10.00   80.00   0.317134E+01
   65.00   10.00   80.00   0.280289E+01
   70.00   10.00   80.00   0.254340E+01
   75.00   10.00   80.00   0.308789E+00
   80.00   10.00   80.00   0.320315E+00
   85.00   10.00   80.00   0.300855E+00
   90.00   10.00   80.00   0.228405E+00
    0.00   15.00   80.00   0.691709E-01
    5.00   15.00   80.00   0.637023E-01
   10.00   15.00   80.00   0.762385E-01
   15.00   15.00   80.00   0.725947E-01
   20.00   15.00   80.00   0.152517E+01
   25.00   15.00   80.00   0.177195E+01
   30.00   15.00   80.00   0.196028E+01
   35.00   15.00   80.00   0.213215E+01
   40.00   15.00   80.00   0.220566E+01
   45.00   15.00   80.00   0.214552E+01
   50.00   15.00   80.00   0.224084E+01
   55.00   15.00   80.00   0.231833E+01
   60.00   15.00   80.00   0.785153E-01
   65.00   15.00   80.00   0.762515E-01
   70.00   15.00   80.00   0.658566E-01
   75.00   15.00   80.00   0.799027E-01
   80.00   15.00   80.00   0.851596E-01
   85.00   15.00   80.00   0.756884E-01
   90.00   15.00   80.00   0.709631E-01
    0.00   20.00   80.00   0.233017E+00
    5.00   20.00   80.00   0.217197E+00
   10.00   20.00   80.00   0.196563E+00
   15.00   20.00   80.00   0.178431E+00
   20.00   20.00   80.00   0.148556E+01
   25.00   20.00   80.00   0.136642E+01
   30.00   20.00   80.00   0.127447E+01
   35.00   20.00   80.00   0.137694E+01
   40.00   20.00   80.00   0.129777E+01
   45.00   20.00   80.00   0.141189E+01
   50.00   20.00   80.00   0.162782E+01
   55.00   20.00   80.00   0.169745E+01
   60.00   20.00   80.00   0.142067E+00
   65.00   20.00   80.00   0.176366E+00
   70.00   20.00   80.00   0.229588E+00
   75.00   20.00   80.00   0.275333E+00
   80.00   20.00   80.00   0.282784E+00
   85.00   20.00   80.00   0.317116E+00
   90.00   20.00   80.00   0.270646E+00
    0.00   25.00   80.00   0.289607E+00
    5.00   25.00   80.00   0.308429E+00
   10.00   25.00   80.00   0.287904E+00
   15.00   25.00   80.00   0.129768E+01
   20.00   25.00   80.00   0.119949E+01
   25.00   25.00   80.00   0.131427E+01
   30.00   25.00   80.00   0.148959E+01
   35.00   25.00   80.00   0.168738E+01
   40.00   25.00   80.00   0.182399E+01
   45.00   25.00   80.00   0.201589E+01
   50.00   25.00   80.00   0.206485E+01
   55.00   25.00   80.00   0.224725E+01
   60.00   25.00   80.00   0.231451E+01
   65.00   25.00   80.00   0.185591E+00
   70.00   25.00   80.00   0.259169E+00
   75.00   25.00   80.00   0.390443E+00
   80.00   25.00   80.00   0.360218E+00
   85.00   25.00   80.00   0.290611E+00
   90.00   25.00   80.00   0.297491E+00
    0.00   30.00   80.00   0.787924E+00
    5.00   30.00   80.00   0.786608E+00
   10.00   30.00   80.00   0.792117E+00
   15.00   30.00   80.00   0.825846E+00
   20.00   30.00   80.00   0.847847E+00
   25.00   30.00   80.00   0.913832E+00
   30.00   30.00   80.00   0.973643E+00
   35.00   30.00   80.00   0.112462E+01
   40.00   30.00   80.00   0.124771E+01
   45.00   30.00   80.00   0.139208E+01
   50.00   30.00   80.00   0.154184E+01
   55.00   30.00   80.00   0.168405E+01
   60.00   30.00   80.00   0.177475E+01
   65.00   30.00   80.00   0.196091E+01
   70.00   30.00   80.00   0.352521E-01
   75.00   30.00   80.00   0.222646E+01
   80.00   30.00   80.00   0.154624E+01
   85.00   30.00   80.00   0.197712E+01
   90.00   30.00   80.00   0.187062E+01
    0.00   35.00   80.00   0.101174E+01
    5.00   35.00   80.00   0.102727E+01
   10.00   35.00   80.00   0.104807E+01
   15.00   35.00   80.00   0.101082E+01
   20.00   35.00   80.00   0.100118E+01
   25.00   35.00   80.00   0.102112E+01
   30.00   35.00   80.00   0.106433E+01
   35.00   35.00   80.00   0.112662E+01
   40.00   35.00   80.00   0.118314E+01
   45.00   35.00   80.00   0.134434E+01
   50.00   35.00   80.00   0.153968E+01
   55.00   35.00   80.00   0.165511E+01
   60.00   35.00   80.00   0.192809E+01
   65.00   35.00   80.00   0.207816E+01
   70.00   35.00   80.00   0.221008E+01
   75.00   35.00   80.00   0.238493E+01
   80.00   35.00   80.00   0.254891E+01
   85.00   35.00   80.00   0.633985E-01
   90.00   35.00   80.00   0.537613E-01
    0.00   40.00   80.00   0.141153E+01
    5.00   40.00   80.00   0.143743E+01
   10.00   40.00   80.00   0.146153E+01
   15.00   40.00   80.00   0.139631E+01
   20.00   40.00   80.00   0.130044E+01
   25.00   40.00   80.00   0.128115E+01
   30.00   40.00   80.00   0.134259E+01
   35.00   40.00   80.00   0.108482E+01
   40.00   40.00   80.00   0.103877E+01
   45.00   40.00   80.00   0.114261E+01
   50.00   40.00   80.00   0.127494E+01
   55.00   40.00   80.00   0.164070E+01
   60.00   40.00   80.00   0.897548E-01
   65.00   40.00   80.00   0.101593E+00
   70.00   40.00   80.00   0.141761E+00
   75.00   40.00   80.00   0.172404E+00
   80.00   40.00   80.00   0.112538E+01
   85.00   40.00   80.00   0.103671E+01
   90.00   40.00   80.00   0.115767E+00
    0.00   45.00   80.00   0.143124E+01
    5.00   45.00   80.00   0.146760E+01
   10.00   45.00   80.00   0.144739E+01
   15.00   45.00   80.00   0.137916E+01
   20.00   45.00   80.00   0.131652E+01
   25.00   45.00   80.00   0.136818E+01
   30.00   45.00   80.00   0.138970E+01
   35.00   45.00   80.00   0.137780E+01
   40.00   45.00   80.00   0.152751E+01
   45.00   45.00   80.00   0.179363E+01
   50.00   45.00   80.00   0.205652E+01
   55.00   45.00   80.00   0.242075E+01
   60.00   45.00   80.00   0.280247E+01
   65.00   45.00   80.00   0.340705E+01
   70.00   45.00   80.00   0.126914E+01
   75.00   45.00   80.00   0.128381E+01
   80.00   45.00   80.00   0.126045E+01
   85.00   45.00   80.00   0.146941E+01
   90.00   45.00   80.00   0.113962E+01
    0.00   50.00   80.00   0.141153E+01
    5.00   50.00   80.00   0.141511E+01
   10.00   50.00   80.00   0.137615E+01
   15.00   50.00   80.00   0.101536E+01
   20.00   50.00   80.00   0.102987E+01
   25.00   50.00   80.00   0.126415E+01
   30.00   50.00   80.00   0.128070E+01
   35.00   50.00   80.00   0.136170E+01
   40.00   50.00   80.00   0.144001E+01
   45.00   50.00   80.00   0.159893E+01
   50.00   50.00   80.00   0.189956E+01
   55.00   50.00   80.00   0.217758E+01
   60.00   50.00   80.00   0.251910E+01
   65.00   50.00   80.00   0.288474E+01
   70.00   50.00   80.00   0.134973E+00
   75.00   50.00   80.00   0.148808E+00
   80.00   50.00   80.00   0.141139E+00
   85.00   50.00   80.00   0.131712E+00
   90.00   50.00   80.00   0.115767E+00
    0.00   55.00   80.00   0.101174E+01
    5.00   55.00   80.00   0.978113E+00
   10.00   55.00   80.00   0.918342E+00
   15.00   55.00   80.00   0.877909E+00
   20.00   55.00   80.00   0.877789E+00
   25.00   55.00   80.00   0.118645E+01
   30.00   55.00   80.00   0.106068E+01
   35.00   55.00   80.00   0.115789E+01
   40.00   55.00   80.00   0.117481E+01
   45.00   55.00   80.00   0.114914E+01
   50.00   55.00   80.00   0.130366E+01
   55.00   55.00   80.00   0.147177E+01
   60.00   55.00   80.00   0.170348E+01
   65.00   55.00   80.00   0.187975E+01
   70.00   55.00   80.00   0.575886E-01
   75.00   55.00   80.00   0.633373E-01
   80.00   55.00   80.00   0.589166E-01
   85.00   55.00   80.00   0.520491E-01
   90.00   55.00   80.00   0.537613E-01
    0.00   60.00   80.00   0.787924E+00
    5.00   60.00   80.00   0.786605E+00
   10.00   60.00   80.00   0.744630E+00
   15.00   60.00   80.00   0.864125E+00
   20.00   60.00   80.00   0.848697E+00
   25.00   60.00   80.00   0.987140E+00
   30.00   60.00   80.00   0.733022E+00
   35.00   60.00   80.00   0.768173E+00
   40.00   60.00   80.00   0.803454E+00
   45.00   60.00   80.00   0.896013E+00
