   PHI1    PHI2     PHI       ODF
   25.00   75.00   55.00   0.156030E+01
   30.00   75.00   55.00   0.136555E+01
   35.00   75.00   55.00   0.125731E+01
   40.00   75.00   55.00   0.124048E+01
   45.00   75.00   55.00   0.985918E+00
   50.00   75.00   55.00   0.101843E+01
   55.00   75.00   55.00   0.953579E+00
   60.00   75.00   55.00   0.105690E+01
   65.00   75.00   55.00   0.907961E+00
   70.00   75.00   55.00   0.979774E+00
   75.00   75.00   55.00   0.556060E+00
   80.00   75.00   55.00   0.563830E+00
   85.00   75.00   55.00   0.105876E+01
   90.00   75.00   55.00   0.109828E+01
    0.00   80.00   55.00   0.306962E+01
    5.00   80.00   55.00   0.319903E+01
   10.00   80.00   55.00   0.319148E+01
   15.00   80.00   55.00   0.304898E+01
   20.00   80.00   55.00   0.969568E-01
   25.00   80.00   55.00   0.981519E-01
   30.00   80.00   55.00   0.225164E+01
   35.00   80.00   55.00   0.198549E+01
   40.00   80.00   55.00   0.173457E+01
   45.00   80.00   55.00   0.149535E+01
   50.00   80.00   55.00   0.129631E+01
   55.00   80.00   55.00   0.133520E+01
   60.00   80.00   55.00   0.106191E+01
   65.00   80.00   55.00   0.125003E+01
   70.00   80.00   55.00   0.972430E+00
   75.00   80.00   55.00   0.981729E+00
   80.00   80.00   55.00   0.993911E+00
   85.00   80.00   55.00   0.105257E+01
   90.00   80.00   55.00   0.110877E+01
    0.00   85.00   55.00   0.427313E+01
    5.00   85.00   55.00   0.425450E+01
   10.00   85.00   55.00   0.127533E+01
   15.00   85.00   55.00   0.130479E+01
   20.00   85.00   55.00   0.120640E+01
   25.00   85.00   55.00   0.109290E+01
   30.00   85.00   55.00   0.290597E+01
   35.00   85.00   55.00   0.246267E+01
   40.00   85.00   55.00   0.209158E+01
   45.00   85.00   55.00   0.175278E+01
   50.00   85.00   55.00   0.148589E+01
   55.00   85.00   55.00   0.133860E+01
   60.00   85.00   55.00   0.129059E+01
   65.00   85.00   55.00   0.120765E+01
   70.00   85.00   55.00   0.123743E+01
   75.00   85.00   55.00   0.129308E+01
   80.00   85.00   55.00   0.139285E+01
   85.00   85.00   55.00   0.142323E+01
   90.00   85.00   55.00   0.145096E+01
    0.00   90.00   55.00   0.122351E+01
    5.00   90.00   55.00   0.112955E+01
   10.00   90.00   55.00   0.110330E+01
   15.00   90.00   55.00   0.401699E+01
   20.00   90.00   55.00   0.373025E+01
   25.00   90.00   55.00   0.342400E+01
   30.00   90.00   55.00   0.287911E+01
   35.00   90.00   55.00   0.200474E+00
   40.00   90.00   55.00   0.198767E+01
   45.00   90.00   55.00   0.165838E+01
   50.00   90.00   55.00   0.145922E+01
   55.00   90.00   55.00   0.137656E+01
   60.00   90.00   55.00   0.132453E+01
   65.00   90.00   55.00   0.128040E+01
   70.00   90.00   55.00   0.138976E+01
   75.00   90.00   55.00   0.143024E+01
   80.00   90.00   55.00   0.145173E+01
   85.00   90.00   55.00   0.147199E+01
   90.00   90.00   55.00   0.152073E+01
    0.00    0.00   60.00   0.133902E+01
    5.00    0.00   60.00   0.147890E+01
   10.00    0.00   60.00   0.150630E+01
   15.00    0.00   60.00   0.144537E+01
   20.00    0.00   60.00   0.234818E+01
   25.00    0.00   60.00   0.232326E+01
   30.00    0.00   60.00   0.363363E-01
   35.00    0.00   60.00   0.198307E+01
   40.00    0.00   60.00   0.167183E+01
   45.00    0.00   60.00   0.132023E+01
   50.00    0.00   60.00   0.108027E+01
   55.00    0.00   60.00   0.128032E+01
   60.00    0.00   60.00   0.116583E+01
   65.00    0.00   60.00   0.799820E+00
   70.00    0.00   60.00   0.797387E+00
   75.00    0.00   60.00   0.773192E+00
   80.00    0.00   60.00   0.779273E+00
   85.00    0.00   60.00   0.766073E+00
   90.00    0.00   60.00   0.769603E+00
    0.00    5.00   60.00   0.227965E+01
    5.00    5.00   60.00   0.237425E+01
   10.00    5.00   60.00   0.236549E+01
   15.00    5.00   60.00   0.234867E+01
   20.00    5.00   60.00   0.232581E+01
   25.00    5.00   60.00   0.352920E-01
   30.00    5.00   60.00   0.498236E-01
   35.00    5.00   60.00   0.170154E+01
   40.00    5.00   60.00   0.140755E+01
   45.00    5.00   60.00   0.119464E+01
   50.00    5.00   60.00   0.101192E+01
   55.00    5.00   60.00   0.900816E+00
   60.00    5.00   60.00   0.840837E+00
   65.00    5.00   60.00   0.784552E+00
   70.00    5.00   60.00   0.751978E+00
   75.00    5.00   60.00   0.701091E+00
   80.00    5.00   60.00   0.713866E+00
   85.00    5.00   60.00   0.703162E+00
   90.00    5.00   60.00   0.716062E+00
    0.00   10.00   60.00   0.195460E+01
    5.00   10.00   60.00   0.211945E+01
   10.00   10.00   60.00   0.213579E+01
   15.00   10.00   60.00   0.199652E+01
   20.00   10.00   60.00   0.191035E+01
   25.00   10.00   60.00   0.173152E+01
   30.00   10.00   60.00   0.154682E+01
   35.00   10.00   60.00   0.139397E+01
   40.00   10.00   60.00   0.125117E+01
   45.00   10.00   60.00   0.108121E+01
   50.00   10.00   60.00   0.977261E+00
   55.00   10.00   60.00   0.877397E+00
   60.00   10.00   60.00   0.812295E+00
   65.00   10.00   60.00   0.762824E+00
   70.00   10.00   60.00   0.756435E+00
   75.00   10.00   60.00   0.734484E+00
   80.00   10.00   60.00   0.746121E+00
   85.00   10.00   60.00   0.734922E+00
   90.00   10.00   60.00   0.735467E+00
    0.00   15.00   60.00   0.138827E+01
    5.00   15.00   60.00   0.146110E+01
   10.00   15.00   60.00   0.134361E+01
   15.00   15.00   60.00   0.126880E+01
   20.00   15.00   60.00   0.120267E+01
   25.00   15.00   60.00   0.123832E+01
   30.00   15.00   60.00   0.125886E+01
   35.00   15.00   60.00   0.116853E+01
   40.00   15.00   60.00   0.111379E+01
   45.00   15.00   60.00   0.101156E+01
   50.00   15.00   60.00   0.835123E+00
   55.00   15.00   60.00   0.773244E+00
   60.00   15.00   60.00   0.738122E+00
   65.00   15.00   60.00   0.229819E+00
   70.00   15.00   60.00   0.225968E+00
   75.00   15.00   60.00   0.577221E+00
   80.00   15.00   60.00   0.929260E+00
   85.00   15.00   60.00   0.816577E+00
   90.00   15.00   60.00   0.581020E+00
    0.00   20.00   60.00   0.737440E+00
    5.00   20.00   60.00   0.762515E+00
   10.00   20.00   60.00   0.829207E+00
   15.00   20.00   60.00   0.754829E+00
   20.00   20.00   60.00   0.843922E+00
   25.00   20.00   60.00   0.883733E+00
   30.00   20.00   60.00   0.985445E+00
   35.00   20.00   60.00   0.101722E+01
   40.00   20.00   60.00   0.964540E+00
   45.00   20.00   60.00   0.871461E+00
   50.00   20.00   60.00   0.748525E+00
   55.00   20.00   60.00   0.601939E-01
   60.00   20.00   60.00   0.620337E-01
   65.00   20.00   60.00   0.685437E-01
   70.00   20.00   60.00   0.886029E-01
   75.00   20.00   60.00   0.882067E-01
   80.00   20.00   60.00   0.944251E-01
   85.00   20.00   60.00   0.844940E-01
   90.00   20.00   60.00   0.841234E-01
    0.00   25.00   60.00   0.184358E+00
    5.00   25.00   60.00   0.154285E+00
   10.00   25.00   60.00   0.128364E+00
   15.00   25.00   60.00   0.105642E+01
   20.00   25.00   60.00   0.105811E+01
   25.00   25.00   60.00   0.120291E+01
   30.00   25.00   60.00   0.991620E+00
   35.00   25.00   60.00   0.987509E+00
   40.00   25.00   60.00   0.944093E+00
   45.00   25.00   60.00   0.916994E+00
   50.00   25.00   60.00   0.766666E+00
   55.00   25.00   60.00   0.683447E+00
   60.00   25.00   60.00   0.668836E+00
   65.00   25.00   60.00   0.174194E+00
   70.00   25.00   60.00   0.189828E+00
   75.00   25.00   60.00   0.200336E+00
   80.00   25.00   60.00   0.199332E+00
   85.00   25.00   60.00   0.546361E+00
   90.00   25.00   60.00   0.546617E+00
    0.00   30.00   60.00   0.123038E+01
    5.00   30.00   60.00   0.128262E+01
   10.00   30.00   60.00   0.113704E+01
   15.00   30.00   60.00   0.125316E+01
   20.00   30.00   60.00   0.100931E+01
   25.00   30.00   60.00   0.111813E+01
   30.00   30.00   60.00   0.118047E+01
   35.00   30.00   60.00   0.127788E+01
   40.00   30.00   60.00   0.120342E+01
   45.00   30.00   60.00   0.111390E+01
   50.00   30.00   60.00   0.118988E+01
   55.00   30.00   60.00   0.100394E+01
   60.00   30.00   60.00   0.103425E+01
   65.00   30.00   60.00   0.950701E+00
   70.00   30.00   60.00   0.843457E+00
   75.00   30.00   60.00   0.826546E+00
   80.00   30.00   60.00   0.816441E+00
   85.00   30.00   60.00   0.874856E+00
   90.00   30.00   60.00   0.100449E+01
    0.00   35.00   60.00   0.791504E+00
    5.00   35.00   60.00   0.813065E+00
   10.00   35.00   60.00   0.878166E+00
   15.00   35.00   60.00   0.105637E+01
   20.00   35.00   60.00   0.109503E+01
   25.00   35.00   60.00   0.128232E+01
   30.00   35.00   60.00   0.141930E+01
   35.00   35.00   60.00   0.144169E+01
   40.00   35.00   60.00   0.139555E+01
   45.00   35.00   60.00   0.131512E+01
   50.00   35.00   60.00   0.109432E+01
   55.00   35.00   60.00   0.107091E+01
   60.00   35.00   60.00   0.910771E+00
   65.00   35.00   60.00   0.821704E+00
   70.00   35.00   60.00   0.793642E+00
   75.00   35.00   60.00   0.836071E+00
   80.00   35.00   60.00   0.974738E+00
   85.00   35.00   60.00   0.298262E+00
   90.00   35.00   60.00   0.343334E+00
    0.00   40.00   60.00   0.874703E+00
    5.00   40.00   60.00   0.893696E+00
   10.00   40.00   60.00   0.272778E+00
   15.00   40.00   60.00   0.170080E+01
   20.00   40.00   60.00   0.197013E+01
   25.00   40.00   60.00   0.221303E+01
   30.00   40.00   60.00   0.241303E+01
   35.00   40.00   60.00   0.247132E+01
   40.00   40.00   60.00   0.168303E+01
   45.00   40.00   60.00   0.151228E+01
   50.00   40.00   60.00   0.148525E+01
   55.00   40.00   60.00   0.131511E+01
   60.00   40.00   60.00   0.120276E+01
   65.00   40.00   60.00   0.467021E+00
   70.00   40.00   60.00   0.456391E+00
   75.00   40.00   60.00   0.435833E+00
   80.00   40.00   60.00   0.463611E+00
   85.00   40.00   60.00   0.415869E+00
   90.00   40.00   60.00   0.476105E+00
    0.00   45.00   60.00   0.115623E+00
    5.00   45.00   60.00   0.115192E+00
   10.00   45.00   60.00   0.111399E+00
   15.00   45.00   60.00   0.170899E+01
   20.00   45.00   60.00   0.187665E+01
   25.00   45.00   60.00   0.205812E+01
   30.00   45.00   60.00   0.241905E+01
   35.00   45.00   60.00   0.274119E+01
   40.00   45.00   60.00   0.303901E+01
   45.00   45.00   60.00   0.307009E+01
   50.00   45.00   60.00   0.869573E+00
   55.00   45.00   60.00   0.170018E+00
   60.00   45.00   60.00   0.589100E+00
   65.00   45.00   60.00   0.560738E+00
   70.00   45.00   60.00   0.570583E+00
   75.00   45.00   60.00   0.562723E+00
   80.00   45.00   60.00   0.607878E+00
   85.00   45.00   60.00   0.552474E+00
   90.00   45.00   60.00   0.628620E+00
    0.00   50.00   60.00   0.874703E+00
    5.00   50.00   60.00   0.483078E+00
   10.00   50.00   60.00   0.150507E+01
   15.00   50.00   60.00   0.153571E+01
   20.00   50.00   60.00   0.168860E+01
   25.00   50.00   60.00   0.186863E+01
   30.00   50.00   60.00   0.220565E+01
   35.00   50.00   60.00   0.248521E+01
   40.00   50.00   60.00   0.526533E+00
   45.00   50.00   60.00   0.503593E+00
   50.00   50.00   60.00   0.538904E+00
   55.00   50.00   60.00   0.517330E+00
   60.00   50.00   60.00   0.485325E+00
   65.00   50.00   60.00   0.463111E+00
   70.00   50.00   60.00   0.476365E+00
   75.00   50.00   60.00   0.458218E+00
   80.00   50.00   60.00   0.494955E+00
   85.00   50.00   60.00   0.444512E+00
   90.00   50.00   60.00   0.476105E+00
    0.00   55.00   60.00   0.791504E+00
    5.00   55.00   60.00   0.862905E+00
   10.00   55.00   60.00   0.102998E+01
   15.00   55.00   60.00   0.312620E+00
   20.00   55.00   60.00   0.343543E+00
   25.00   55.00   60.00   0.342331E+00
   30.00   55.00   60.00   0.382066E+00
   35.00   55.00   60.00   0.371208E+00
   40.00   55.00   60.00   0.411196E+00
   45.00   55.00   60.00   0.448452E+00
   50.00   55.00   60.00   0.493796E+00
   55.00   55.00   60.00   0.259542E+01
   60.00   55.00   60.00   0.485918E+00
   65.00   55.00   60.00   0.436576E+00
   70.00   55.00   60.00   0.401733E+00
   75.00   55.00   60.00   0.361115E+00
   80.00   55.00   60.00   0.380539E+00
   85.00   55.00   60.00   0.324401E+00
   90.00   55.00   60.00   0.343334E+00
    0.00   60.00   60.00   0.123038E+01
    5.00   60.00   60.00   0.317239E+00
   10.00   60.00   60.00   0.308916E+00
   15.00   60.00   60.00   0.324320E+00
   20.00   60.00   60.00   0.328588E+00
   25.00   60.00   60.00   0.364681E+00
   30.00   60.00   60.00   0.367227E+00
   35.00   60.00   60.00   0.298685E+00
   40.00   60.00   60.00   0.265902E+00
   45.00   60.00   60.00   0.180902E+01
   50.00   60.00   60.00   0.173308E+01
   55.00   60.00   60.00   0.171694E+01
   60.00   60.00   60.00   0.164419E+01
   65.00   60.00   60.00   0.160480E+01
   70.00   60.00   60.00   0.141432E+01
   75.00   60.00   60.00   0.125700E+01
   80.00   60.00   60.00   0.260854E+00
   85.00   60.00   60.00   0.230667E+00
   90.00   60.00   60.00   0.100449E+01
    0.00   65.00   60.00   0.184358E+00
    5.00   65.00   60.00   0.213479E+00
   10.00   65.00   60.00   0.200587E+00
   15.00   65.00   60.00   0.196864E+00
   20.00   65.00   60.00   0.115661E+01
   25.00   65.00   60.00   0.126854E+01
   30.00   65.00   60.00   0.136352E+01
   35.00   65.00   60.00   0.131970E+01
   40.00   65.00   60.00   0.132642E+01
   45.00   65.00   60.00   0.128817E+01
   50.00   65.00   60.00   0.118393E+01
   55.00   65.00   60.00   0.115540E+01
   60.00   65.00   60.00   0.111825E+01
   65.00   65.00   60.00   0.101554E+01
   70.00   65.00   60.00   0.873691E+00
   75.00   65.00   60.00   0.712091E+00
   80.00   65.00   60.00   0.608028E+00
   85.00   65.00   60.00   0.561139E+00
   90.00   65.00   60.00   0.546617E+00
    0.00   70.00   60.00   0.737440E+00
    5.00   70.00   60.00   0.751118E+00
   10.00   70.00   60.00   0.744893E+00
   15.00   70.00   60.00   0.961754E+00
   20.00   70.00   60.00   0.106954E+01
   25.00   70.00   60.00   0.110262E+01
   30.00   70.00   60.00   0.110421E+01
   35.00   70.00   60.00   0.109087E+01
   40.00   70.00   60.00   0.108840E+01
   45.00   70.00   60.00   0.110022E+01
   50.00   70.00   60.00   0.103700E+01
   55.00   70.00   60.00   0.929801E+00
   60.00   70.00   60.00   0.841568E+00
   65.00   70.00   60.00   0.752289E+00
   70.00   70.00   60.00   0.666883E+00
   75.00   70.00   60.00   0.567666E+00
   80.00   70.00   60.00   0.500592E+00
   85.00   70.00   60.00   0.618002E-01
   90.00   70.00   60.00   0.841234E-01
    0.00   75.00   60.00   0.138827E+01
    5.00   75.00   60.00   0.133362E+01
   10.00   75.00   60.00   0.124853E+01
   15.00   75.00   60.00   0.125747E+01
   20.00   75.00   60.00   0.125600E+01
   25.00   75.00   60.00   0.119407E+01
   30.00   75.00   60.00   0.114519E+01
   35.00   75.00   60.00   0.108207E+01
   40.00   75.00   60.00   0.106178E+01
   45.00   75.00   60.00   0.105099E+01
   50.00   75.00   60.00   0.729152E+00
   55.00   75.00   60.00   0.653203E+00
   60.00   75.00   60.00   0.633630E+00
   65.00   75.00   60.00   0.638078E+00
   70.00   75.00   60.00   0.999290E+00
   75.00   75.00   60.00   0.842849E+00
   80.00   75.00   60.00   0.742528E+00
   85.00   75.00   60.00   0.761166E+00
   90.00   75.00   60.00   0.581020E+00
    0.00   80.00   60.00   0.195459E+01
    5.00   80.00   60.00   0.189817E+01
   10.00   80.00   60.00   0.171253E+01
   15.00   80.00   60.00   0.164116E+01
   20.00   80.00   60.00   0.968130E-01
   25.00   80.00   60.00   0.954473E-01
   30.00   80.00   60.00   0.990274E-01
   35.00   80.00   60.00   0.130852E+01
   40.00   80.00   60.00   0.109877E+01
   45.00   80.00   60.00   0.103185E+01
   50.00   80.00   60.00   0.100910E+01
   55.00   80.00   60.00   0.889262E+00
   60.00   80.00   60.00   0.848352E+00
   65.00   80.00   60.00   0.787587E+00
   70.00   80.00   60.00   0.799662E+00
   75.00   80.00   60.00   0.776666E+00
   80.00   80.00   60.00   0.713568E+00
   85.00   80.00   60.00   0.692849E+00
   90.00   80.00   60.00   0.735467E+00
    0.00   85.00   60.00   0.227965E+01
    5.00   85.00   60.00   0.149587E+01
   10.00   85.00   60.00   0.207794E+01
   15.00   85.00   60.00   0.200313E+01
   20.00   85.00   60.00   0.193640E+01
   25.00   85.00   60.00   0.185123E+01
   30.00   85.00   60.00   0.177116E+01
   35.00   85.00   60.00   0.164261E+01
   40.00   85.00   60.00   0.149816E+01
   45.00   85.00   60.00   0.139532E+01
   50.00   85.00   60.00   0.130505E+01
   55.00   85.00   60.00   0.107105E+01
   60.00   85.00   60.00   0.102148E+01
   65.00   85.00   60.00   0.102721E+01
   70.00   85.00   60.00   0.948114E+00
   75.00   85.00   60.00   0.702229E+00
   80.00   85.00   60.00   0.721054E+00
   85.00   85.00   60.00   0.719626E+00
   90.00   85.00   60.00   0.716062E+00
    0.00   90.00   60.00   0.133902E+01
    5.00   90.00   60.00   0.147890E+01
   10.00   90.00   60.00   0.150630E+01
   15.00   90.00   60.00   0.144537E+01
   20.00   90.00   60.00   0.234818E+01
   25.00   90.00   60.00   0.232326E+01
   30.00   90.00   60.00   0.363363E-01
   35.00   90.00   60.00   0.198307E+01
   40.00   90.00   60.00   0.167183E+01
   45.00   90.00   60.00   0.132023E+01
   50.00   90.00   60.00   0.108027E+01
   55.00   90.00   60.00   0.128032E+01
   60.00   90.00   60.00   0.116583E+01
   65.00   90.00   60.00   0.799820E+00
   70.00   90.00   60.00   0.797387E+00
   75.00   90.00   60.00   0.773192E+00
   80.00   90.00   60.00   0.779273E+00
   85.00   90.00   60.00   0.766073E+00
   90.00   90.00   60.00   0.769603E+00
    0.00    0.00   65.00   0.208216E+00
